Date,VIS,CAT
20170615,10,1
20170615,10,1
20170615,10,1
20170616,10,1
20170616,10,1
20170616,10,1
20170616,10,1
20170617,10,1
20170617,10,1
20170617,10,1
20170617,10,1
20170618,10,1
20170618,10,1
20170618,10,1
20170618,10,1
20170619,10,1
20170619,10,1
20170619,10,1
20170619,10,1
20170620,10,1
20170620,10,1
20170620,10,1
20170620,10,1
20170621,10,1
20170621,10,1
20170621,10,1
20170621,10,1
20170623,10,1
20170623,10,1
20170623,10,1
20170623,10,1
20170624,10,1
20170624,10,1
20170624,10,1
20170624,10,1
20170626,10,1
20170626,10,1
20170626,10,1
20170626,10,1
20170629,10,1
20170629,10,1
20170629,10,1
20170629,10,1
20170630,10,1
20170630,10,1
20170630,10,1
20170630,7,1
20170701,7,1
20170701,7,1
20170701,10,1
20170701,7,1
20170702,10,1
20170702,10,1
20170702,10,1
20170702,10,1
20170703,10,1
20170703,10,1
20170703,10,1
20170703,10,1
20170704,10,1
20170704,10,1
20170704,10,1
20170704,10,1
20170705,10,1
20170705,10,1
20170705,10,1
20170705,10,1
20170706,10,1
20170706,10,1
20170706,10,1
20170706,10,1
20170708,10,1
20170708,10,1
20170708,10,1
20170708,10,1
20170709,10,1
20170709,10,1
20170709,10,1
20170709,10,1
20170710,10,1
20170710,10,1
20170710,10,1
20170710,10,1
20170711,10,1
20170711,10,1
20170711,10,1
20170711,10,1
20170712,10,1
20170712,10,1
20170712,10,1
20170712,10,1
20170713,10,1
20170713,10,1
20170713,10,1
20170713,10,1
20170714,10,1
20170714,10,1
20170714,10,1
20170714,10,1
20170715,10,1
20170715,10,1
20170715,10,1
20170715,10,1
20170717,10,1
20170717,10,1
20170717,10,1
20170717,10,1
20170718,10,1
20170718,10,1
20170718,10,1
20170718,10,1
20170719,10,1
20170719,10,1
20170719,10,1
20170719,10,1
20170720,10,1
20170720,10,1
20170720,10,1
20170720,10,1
20170721,10,1
20170721,10,1
20170721,10,1
20170721,10,1
20170722,10,1
20170722,10,1
20170722,10,1
20170722,10,1
20170723,10,1
20170723,7,1
20170723,7,1
20170723,7,1
20170725,10,1
20170725,7,1
20170725,10,1
20170725,7,1
20170726,10,1
20170726,10,1
20170726,10,1
20170726,10,1
20170727,10,1
20170727,10,1
20170727,10,1
20170727,10,1
20170728,10,1
20170728,10,1
20170728,10,1
20170728,10,1
20170729,10,1
20170729,10,1
20170729,10,1
20170729,10,1
20170730,10,1
20170730,10,1
20170730,10,1
20170730,10,1
20170731,10,1
20170731,10,1
20170731,10,1
20170731,10,1
20170801,10,1
20170801,10,1
20170801,10,1
20170801,10,1
20170802,10,1
20170802,10,1
20170802,10,1
20170802,10,1
20170803,10,1
20170803,10,1
20170803,10,1
20170803,10,1
20170804,10,1
20170804,10,1
20170804,10,1
20170804,10,1
20170805,10,1
20170805,10,1
20170805,10,1
20170805,10,1
20170806,10,1
20170806,10,1
20170806,7,1
20170806,7,1
20170807,10,1
20170807,7,1
20170807,10,1
20170807,10,1
20170808,10,1
20170808,7,1
20170808,10,1
20170808,10,1
20170809,10,1
20170809,10,1
20170809,10,1
20170809,10,1
20170810,10,1
20170810,10,1
20170810,10,1
20170810,10,1
20170811,10,1
20170811,10,1
20170811,10,1
20170811,10,1
20170812,10,1
20170812,10,1
20170812,10,1
20170812,10,1
20170813,10,1
20170813,10,1
20170813,10,1
20170813,10,1
20170814,10,1
20170814,10,1
20170814,10,1
20170814,10,1
20170815,10,1
20170815,10,1
20170815,10,1
20170815,10,1
20170816,10,1
20170816,10,1
20170816,10,1
20170816,7,1
20170817,7,1
20170817,7,1
20170817,10,1
20170817,10,1
20170818,10,1
20170818,10,1
20170818,10,1
20170818,10,1
20170819,10,1
20170819,10,1
20170819,10,1
20170819,10,1
20170820,10,1
20170820,10,1
20170820,10,1
20170820,10,1
20170821,10,1
20170821,10,1
20170821,10,1
20170821,10,1
20170822,10,1
20170822,10,1
20170822,10,1
20170822,10,1
20170823,10,1
20170823,10,1
20170823,10,1
20170823,10,1
20170824,10,1
20170824,10,1
20170824,10,1
20170824,10,1
